N,P,K,temperature,humidity,ph,label,rainfall_log
0.4857142857142857,0.5777777777777777,0.475,0.5022421629023117,0.7713345822010705,0.29070187319039764,rice,0.8757352975473167
0.5142857142857142,0.4444444444444444,0.375,0.4714816692696786,0.8012798906915928,0.30428692981990735,rice,0.9023010917764323
0.4357142857142857,0.5333333333333333,0.475,0.5169268993051539,0.7792268559255169,0.46002099911747685,rice,0.9563673698527575
0.47857142857142854,0.4222222222222222,0.42500000000000004,0.5001432768785663,0.824870127545692,0.36790386277086795,rice,0.8841343322953872
0.47857142857142854,0.5888888888888889,0.42500000000000004,0.4646165991974367,0.7732468734291199,0.22395273424711704,rice,0.9504485464654695
0.4714285714285714,0.6111111111111112,0.41250000000000003,0.3153687121372044,0.8073873783310692,0.46607278654356055,rice,0.9712163253892365
0.5857142857142857,0.4222222222222222,0.41250000000000003,0.37140890706774465,0.7836230805545774,0.1322660003899354,rice,0.9892422367454019
0.6,0.5,0.48750000000000004,0.47410274790740137,0.7833095045272834,0.35087754745822397,rice,0.8751850381611983
0.5785714285714285,0.5333333333333333,0.4625,0.38959630402248746,0.7789858291479493,0.15129730027718447,rice,0.9746286789678837
0.65,0.5,0.4375,0.25649998539643093,0.8151309039293788,0.4897359551188405,rice,0.9685731668651583
0.6428571428571428,0.43333333333333335,0.41250000000000003,0.39703504182135374,0.8122108624205505,0.7560311395546657,rice,0.987378778875923
0.5785714285714285,0.4444444444444444,0.375,0.522785589889593,0.7683351313902118,0.4096387859548294,rice,0.9482434050158468
0.5571428571428572,0.3888888888888889,0.41250000000000003,0.5197770132965345,0.8118907185583933,0.7762492481760679,rice,0.9989704500319685
0.6285714285714286,0.4555555555555556,0.4625,0.3432591164730938,0.8073080483535336,0.527306533773539,rice,0.9000393614652613
0.5571428571428572,0.3333333333333333,0.48750000000000004,0.5234743093621621,0.8214225970442514,0.650519067551069,rice,0.8773150079221339
0.46428571428571425,0.35555555555555557,0.4375,0.3748113825091892,0.8088425109467978,0.19226596890061765,rice,0.8877033291411975
0.5071428571428571,0.5444444444444444,0.1375,0.34001030214656325,0.5766501829744293,0.3020232657149995,maize,0.5803675147756071
0.4357142857142857,0.43333333333333335,0.15000000000000002,0.5027792884435733,0.6686206789238394,0.6133971178835831,maize,0.6417451395126086
0.5714285714285714,0.4222222222222222,0.1375,0.3841373618371542,0.6688393381769819,0.5412626031746701,maize,0.47067168123693226
0.5214285714285715,0.5888888888888889,0.2,0.21669635805398924,0.5065649340363982,0.5249530479172928,maize,0.43260763674468117
0.4357142857142857,0.36666666666666664,0.1875,0.14698507589746068,0.5650353629414452,0.3601288593053962,maize,0.4629249059559055
0.4857142857142857,0.39999999999999997,0.1375,0.3009492008064403,0.5080310037501565,0.40975830730743756,maize,0.6410374923124751
0.6642857142857143,0.39999999999999997,0.15000000000000002,0.4804423462559888,0.6094700989361463,0.3805337489555154,maize,0.6541156335603655
0.6357142857142857,0.6111111111111112,0.17500000000000002,0.4603777472444719,0.611641436200682,0.3451656547077806,maize,0.533479516470605
0.5428571428571428,0.43333333333333335,0.15000000000000002,0.23745558397740585,0.563392989988472,0.3298261783168279,maize,0.4619450329641823
0.47857142857142854,0.6111111111111112,0.25,0.4477588588083212,0.6127611243090868,0.30211298129000586,maize,0.6681538754402925
0.5,0.43333333333333335,0.17500000000000002,0.3728430278325672,0.690544386649836,0.32907917592271585,maize,0.6091826999627294
0.6428571428571428,0.48888888888888893,0.2,0.44395620173687944,0.631101218612986,0.49240529659159193,maize,0.5123674289930542
0.44285714285714284,0.5222222222222223,0.1375,0.3242154606033505,0.5200667797459115,0.6226977440260655,maize,0.4532401818120726
0.6571428571428571,0.43333333333333335,0.1375,0.16559354900267675,0.6008844611179451,0.3897726903379506,maize,0.6111553058260604
0.4714285714285714,0.5444444444444444,0.2,0.46029197126274357,0.5359317889462348,0.3465833671912444,maize,0.5017994293632277
0.45,0.5888888888888889,0.21250000000000002,0.1364876724516353,0.4785619302464208,0.4218558314260381,maize,0.45232270620565274
0.5,0.4666666666666667,0.15000000000000002,0.43334692248234385,0.6551060601042024,0.5262088185739004,maize,0.6491233293668461
0.4357142857142857,0.39999999999999997,0.15000000000000002,0.4580499299731984,0.5949781741102249,0.373682492746638,maize,0.5263307639915118
0.4714285714285714,0.5333333333333333,0.17500000000000002,0.36241324248536944,0.5349492080943528,0.37675132016344026,maize,0.4632845224992155
0.5285714285714286,0.5555555555555556,0.17500000000000002,0.12697731369771403,0.5673524688807616,0.44401860381948666,maize,0.5639443857503663
0.5499999999999999,0.5777777777777777,0.2,0.4482507327294054,0.6946295871672622,0.5129662340965817,maize,0.5419761907454803
0.7071428571428571,0.5,0.125,0.1314946406787446,0.663017617146723,0.25548800177657105,maize,0.5818175423499354
0.5285714285714286,0.5666666666666667,0.21250000000000002,0.13786807445331128,0.6112825845514367,0.5863768794981805,maize,0.5481307519787788
0.5928571428571429,0.4444444444444444,0.2,0.16353618125057634,0.5190246080004526,0.29314673761173493,maize,0.542038969068612
0.7142857142857143,0.47777777777777775,0.1375,0.4849819925642631,0.6178429409812157,0.24932713542690066,maize,0.5148456723889077
0.5642857142857143,0.5111111111111111,0.1375,0.46719613388711445,0.6327332322535514,0.5223668593737927,maize,0.6182978832209491
0.6714285714285714,0.37777777777777777,0.1625,0.39965173212892746,0.5042905207734976,0.3397458230100807,maize,0.6439533546578076
0.5357142857142857,0.48888888888888893,0.125,0.28969117556539903,0.6678541530319428,0.3463774085566609,maize,0.6426042797739415
0.5571428571428572,0.47777777777777775,0.21250000000000002,0.36223904118429706,0.5698130020224177,0.2595359146054297,maize,0.4923243375652018
0.6214285714285714,0.5444444444444444,0.1875,0.48022558048668995,0.5740892833491743,0.5197779552981641,maize,0.6667319436499359
0.6214285714285714,0.3333333333333333,0.25,0.28546754551592723,0.5704844470084507,0.41482359937277713,maize,0.4656688921139609
0.45,0.4222222222222222,0.17500000000000002,0.1488176775809258,0.48146750460054655,0.5370317793521617,maize,0.5948535225403091
0.6,0.5777777777777777,0.25,0.3363458415278533,0.6268330639640693,0.49675696646793566,maize,0.4565917659404144
0.45714285714285713,0.3333333333333333,0.22500000000000003,0.3590007453116584,0.5556993517982576,0.283698394636158,maize,0.4480077834457621
0.42857142857142855,0.4555555555555556,0.21250000000000002,0.4464528362016078,0.5990883058497563,0.5326840812083142,maize,0.5811445653222678
0.7,0.43333333333333335,0.2,0.4874465996884023,0.6979514315062816,0.5060935452862536,maize,0.6617652346450458
0.5357142857142857,0.5666666666666667,0.1625,0.18991623719273854,0.561097924826654,0.2878728448863741,maize,0.43457751571240233
0.6142857142857142,0.5555555555555556,0.2,0.28996292757830777,0.5294000341295972,0.5797197141500678,maize,0.6701183677745646
0.7,0.3333333333333333,0.1625,0.39527810615390346,0.7065840710707718,0.43451528943150763,maize,0.5982565755942357
0.5428571428571428,0.5777777777777777,0.1625,0.17039076181323154,0.7030479633388129,0.39234203346636787,maize,0.6090353151026231
0.7071428571428571,0.5666666666666667,0.15000000000000002,0.40980307699448826,0.6867761104699606,0.42964983360474807,maize,0.4959457098784561
0.42857142857142855,0.43333333333333335,0.22500000000000003,0.4418339483219347,0.6507819772536032,0.29482155911157726,maize,0.5265605576903214
0.5285714285714286,0.47777777777777775,0.15000000000000002,0.2941675659619509,0.5368357976028142,0.4813643223448907,maize,0.48535897830275454
0.6357142857142857,0.6111111111111112,0.15000000000000002,0.4689472839614226,0.5010533562659204,0.3636841173815104,maize,0.6395174722738957
0.4928571428571428,0.5111111111111111,0.22500000000000003,0.3215131493061347,0.6835507002193634,0.5791155947995903,maize,0.6584937436490026
0.6857142857142857,0.4555555555555556,0.21250000000000002,0.24521959694484474,0.6386000560250243,0.49962770020262504,maize,0.46811275742401115
0.4357142857142857,0.6111111111111112,0.125,0.4455836615906601,0.6355810232626992,0.43787888974467504,maize,0.5960529111574406
0.5285714285714286,0.5888888888888889,0.1625,0.219736567504767,0.4910889384579361,0.5595308677782982,maize,0.6674466245489945
0.5285714285714286,0.4222222222222222,0.22500000000000003,0.4958909368793605,0.5556538798481816,0.4536000531853317,maize,0.6310577577496017
0.45,0.4222222222222222,0.15000000000000002,0.1847987901911583,0.5974122307186248,0.580656667581879,maize,0.4973154778890194
0.7071428571428571,0.34444444444444444,0.1875,0.24506454697012325,0.5959579209778763,0.5447195422313547,maize,0.5349110311149863
0.5499999999999999,0.34444444444444444,0.22500000000000003,0.438074345904534,0.4955007470839249,0.5388283392612601,maize,0.5835257504859792
0.6214285714285714,0.6111111111111112,0.22500000000000003,0.2307488742680861,0.5792412131924634,0.4835920574857988,maize,0.44460678156260847
0.42857142857142855,0.36666666666666664,0.15000000000000002,0.14420349081663564,0.5830089379504461,0.49291990376192096,maize,0.5249115932412134
0.6714285714285714,0.5444444444444444,0.15000000000000002,0.37631590702859663,0.5539443163650672,0.3340957327884688,maize,0.6611167766865933
0.6785714285714286,0.36666666666666664,0.21250000000000002,0.21096512885294394,0.5481201355755472,0.29693910245340516,maize,0.635823165083969
0.6,0.43333333333333335,0.2,0.30526193870064766,0.5558828416033953,0.3285081770010201,maize,0.6609235081207445
0.5499999999999999,0.5888888888888889,0.17500000000000002,0.3489738758976155,0.4928576626158968,0.3130191057995775,maize,0.6391021292040222
0.4714285714285714,0.43333333333333335,0.1875,0.17495995652240426,0.6388531863206561,0.5628761878468516,maize,0.5468895090272619
0.45,0.3333333333333333,0.1375,0.3126350690964128,0.5960706111050126,0.4396844677918583,maize,0.561543007509631
0.5642857142857143,0.4444444444444444,0.1875,0.3956516375482748,0.5247938260140533,0.29287955923255105,maize,0.5903064927079691
0.5142857142857142,0.6111111111111112,0.25,0.1491416563247302,0.638907285509465,0.3082253092483267,maize,0.5819304388431963
0.47857142857142854,0.5111111111111111,0.23750000000000004,0.3815304080203874,0.5489980724871014,0.2583558229074294,maize,0.45887425843429286
0.6142857142857142,0.34444444444444444,0.23750000000000004,0.5237722998546124,0.6839851719095138,0.3118647243182062,maize,0.5084679128364347
0.5428571428571428,0.47777777777777775,0.1625,0.18511319910733293,0.6459903666793672,0.3088900576552289,maize,0.5590350757766909
0.5357142857142857,0.5333333333333333,0.1625,0.25016155882536195,0.5270353718724502,0.5957547345629368,maize,0.6471476798247953
0.5785714285714285,0.4444444444444444,0.22500000000000003,0.1865616641096185,0.6273220561960807,0.4185921211731549,maize,0.5639137359187765
0.5214285714285715,0.4444444444444444,0.2,0.4329926059050573,0.692113743855061,0.5356872840118188,maize,0.6188306479825953
0.5071428571428571,0.3333333333333333,0.23750000000000004,0.3241440111190277,0.5280199041069047,0.3221816184024642,maize,0.4780703967900448
0.6857142857142857,0.5444444444444444,0.21250000000000002,0.48418876827710267,0.5491642318732348,0.6209326650040357,maize,0.559019703642933
0.7071428571428571,0.37777777777777777,0.1625,0.1807089710653309,0.6304868326693014,0.3976179582960566,maize,0.5807847478655008
0.44285714285714284,0.47777777777777775,0.1875,0.29744419716634596,0.5391343578252044,0.5545628798658164,maize,0.6151661205889578
0.6142857142857142,0.35555555555555557,0.1375,0.24213972119111338,0.524408577739315,0.2523855175165681,maize,0.4759666836900165
0.6714285714285714,0.5,0.17500000000000002,0.372220358330863,0.692543022357182,0.33451587622040435,maize,0.6229594111474079
0.5428571428571428,0.37777777777777777,0.23750000000000004,0.416626138142427,0.4828185603294315,0.6302818466630817,maize,0.455535319581432
0.5499999999999999,0.5222222222222223,0.15000000000000002,0.4450571133255883,0.6005793379321492,0.2927717773463825,maize,0.5218073891972046
0.5285714285714286,0.37777777777777777,0.22500000000000003,0.34061308924478717,0.6009610778477971,0.5736086078782205,maize,0.5822496010439182
0.5785714285714285,0.48888888888888893,0.1875,0.12658132572407088,0.5407702837965154,0.23978852333668366,maize,0.6493913787341583
0.45,0.4111111111111111,0.2,0.37029802416588153,0.6774453640235013,0.3148038100542401,maize,0.4729541429966304
0.7071428571428571,0.36666666666666664,0.2,0.3526015272964049,0.6688826257871088,0.4607759678980232,maize,0.47666126173471945
0.6428571428571428,0.5222222222222223,0.25,0.49692690725083244,0.6428295774285473,0.5846346578954686,maize,0.6454859981712444
0.4857142857142857,0.3888888888888889,0.17500000000000002,0.5048173330708658,0.6059885060300183,0.5405938245460766,maize,0.6608034423030555
0.42857142857142855,0.5777777777777777,0.23750000000000004,0.15549327869792584,0.5517162410890799,0.3998687387067148,maize,0.5176151245591518
0.5071428571428571,0.5222222222222223,0.1625,0.45645394051555277,0.48667079752084175,0.31278732787391994,maize,0.5339632136453738
0.4357142857142857,0.6,0.15000000000000002,0.3738493050816143,0.5247987983766876,0.49291105239708144,maize,0.6523708875383396
0.6285714285714286,0.36666666666666664,0.125,0.45526454898679436,0.6026785654979823,0.48781925629554324,maize,0.44453264257793856
0.46428571428571425,0.6111111111111112,0.21250000000000002,0.4685829652593021,0.6796535050539421,0.5278309897866011,maize,0.6633288997683726
0.5571428571428572,0.35555555555555557,0.21250000000000002,0.4673919253056762,0.5723026675514086,0.45500148327808065,maize,0.5148774157576077
0.5571428571428572,0.5888888888888889,0.125,0.4518536194740024,0.6247798811178262,0.5071877764268189,maize,0.44721660232058547
0.6571428571428571,0.6111111111111112,0.22500000000000003,0.15578762874372698,0.6679406420451353,0.29458110054629816,maize,0.48946611056536593
0.5642857142857143,0.6,0.15000000000000002,0.23573597385893386,0.5772077214855208,0.5376375198018135,maize,0.6655306220394677
0.65,0.5555555555555556,0.125,0.12896909738889495,0.680699843785106,0.4671463435979557,maize,0.5380443309652803
0.5428571428571428,0.5111111111111111,0.1625,0.5060320144529038,0.6731433043356966,0.4329984891382046,maize,0.5425205111725597
0.6214285714285714,0.47777777777777775,0.25,0.1551573655634907,0.549680917102961,0.5409372912780475,maize,0.6062931583420081
0.5071428571428571,0.6111111111111112,0.21250000000000002,0.5015896303471006,0.5262647832832288,0.42187007091036643,maize,0.5711147623122366
0.6428571428571428,0.5777777777777777,0.23750000000000004,0.16797467141363798,0.682923491937707,0.4097661229919827,maize,0.5548308589792184
0.47857142857142854,0.3333333333333333,0.21250000000000002,0.3723097192048479,0.5714681305874644,0.46952625392401837,maize,0.6664731648982245
0.42857142857142855,0.5444444444444444,0.17500000000000002,0.15955971969515037,0.5627459865124421,0.47799303360069745,maize,0.491183470866543
0.5928571428571429,0.5888888888888889,0.22500000000000003,0.2059577252988154,0.5296612149282233,0.4683453241443549,maize,0.46335345652229587
0.5928571428571429,0.5777777777777777,0.17500000000000002,0.4855182166304697,0.658969024883653,0.5991996422341355,maize,0.6276488191825305
0.2857142857142857,0.7444444444444445,0.9,0.07910937061886947,0.03185312325068346,0.7594197426813609,chickpea,0.5839679464857057
0.16428571428571428,0.7444444444444445,0.9875,0.17227400295924056,0.03352103192507386,0.6103659074500252,chickpea,0.5429101202948317
0.2785714285714286,0.5888888888888889,1.0,0.11938771444520047,0.013390177235208717,0.36710372294312066,chickpea,0.4814792384286395
0.15714285714285714,0.7444444444444445,1.0,0.16515200922840056,0.016332124086625988,0.4709725112423493,chickpea,0.5837834415856518
0.2571428571428571,0.6888888888888889,0.9,0.14187841625170539,0.061893760652769275,0.6716372368858892,chickpea,0.5395726791417208
0.22857142857142856,0.7555555555555555,0.95,0.2390407211879617,0.013357792426932968,0.36501201206560907,chickpea,0.6022595303576805
0.41428571428571426,0.7222222222222222,0.9875,0.24854259879360474,0.027415579192196754,0.4287853190409143,chickpea,0.515640629431853
0.42142857142857143,0.7222222222222222,0.9875,0.09357608637672743,0.052391845478329174,0.776495478729111,chickpea,0.5561700063086832
0.3,0.6333333333333333,0.875,0.13298956922727856,0.05419997221262948,0.6341618314804038,chickpea,0.5524318921808147
0.3071428571428571,0.6777777777777778,0.925,0.19289574389962194,0.011284489155887784,0.8886786309764625,chickpea,0.5152253284816204
0.41428571428571426,0.6444444444444445,0.95,0.20928688528193662,0.005128250081743307,0.50372803067917,chickpea,0.5380623397874615
0.19285714285714284,0.6333333333333333,0.9,0.13384146082009374,0.005280509833273189,0.5197772584336562,chickpea,0.49088645036391854
0.19999999999999998,0.7444444444444445,0.9875,0.15868972483993982,0.0574394829754481,0.4948449167452442,chickpea,0.498773727330974
0.35714285714285715,0.5666666666666667,0.8875000000000001,0.2644480187870726,0.06535044205126228,0.8860433059764212,chickpea,0.5093994210771928
0.2785714285714286,0.7333333333333334,0.9875,0.2311404739115801,0.02493253259237599,0.9319442593377059,chickpea,0.5557141897246698
0.17857142857142858,0.8111111111111111,0.8875000000000001,0.10037138340013219,0.017473561105050023,0.6917006853217444,chickpea,0.4721648445876492
0.22142857142857142,0.7222222222222222,0.9,0.2594605051059222,0.0007593955530422469,0.4976805896325889,chickpea,0.5925294529826373
0.18571428571428572,0.8333333333333334,0.9750000000000001,0.08191046276089387,0.0220197535910088,0.7706443698387075,chickpea,0.49726244778329476
0.17857142857142858,0.7,0.9,0.2223566685719225,0.009971045952794189,0.816183342793557,chickpea,0.5710779572929385
0.42857142857142855,0.7,0.9750000000000001,0.17694427911864485,0.04872295519131237,0.5314975728240814,chickpea,0.5700505179855453
0.42142857142857143,0.6333333333333333,0.9750000000000001,0.15154830481184922,0.05788404602452918,0.9223463987468377,chickpea,0.5063518145403336
0.15714285714285714,0.6888888888888889,0.9125000000000001,0.08569557351439416,0.0019426970068332217,0.4216827829752925,chickpea,0.5029230140956265
0.2571428571428571,0.6666666666666666,0.9375,0.13803512744467739,0.028243910414265855,0.3813727948999801,chickpea,0.516771576660777
0.42142857142857143,0.6111111111111112,0.9875,0.17272405329294382,0.05143512044553136,0.8134211489333871,chickpea,0.6109351889353656
0.3857142857142857,0.8,1.0,0.08456569147720405,0.03275871699731517,0.849844848795027,chickpea,0.5616064815333184
0.3071428571428571,0.7,0.95,0.10026251313072998,0.042864389916325296,0.5685667697166017,chickpea,0.5378364173569576
0.19999999999999998,0.7888888888888889,0.9625000000000001,0.24442029668780274,0.0,0.5403300857004081,chickpea,0.5616701302208567
0.3,0.8222222222222222,1.0,0.0883933816379272,0.018228919041306302,0.4020396457984776,chickpea,0.5257627704872581
0.22142857142857142,0.8222222222222222,0.875,0.16291903217483095,0.021574390181105796,0.9488156620654842,chickpea,0.5892754904130735
0.19999999999999998,0.5888888888888889,0.95,0.1001185142784855,0.026656628789554826,0.4154483182488744,chickpea,0.6051343246892118
0.40714285714285714,0.5888888888888889,0.9,0.15854326712228117,0.038799288359426004,0.8893080911658606,chickpea,0.5492471775984695
0.35,0.5555555555555556,0.9125000000000001,0.1552430010252852,0.022393851641464457,0.8587769727223697,chickpea,0.5517349860016356
0.32857142857142857,0.7888888888888889,0.9,0.13562968761572403,0.06331197308223124,0.6229046392781628,chickpea,0.5616195265738442
0.3857142857142857,0.6222222222222222,0.9,0.16253417422023908,0.01117708308998891,0.42233916821770756,chickpea,0.5307863027494322
0.40714285714285714,0.7,0.95,0.08588520213015838,0.03553897544776469,0.916207458468268,chickpea,0.5054562292541116
0.25,0.6777777777777778,0.95,0.18863213102721343,0.017691012759412678,0.40433444986694855,chickpea,0.5687302568752743
0.25,0.6555555555555556,0.9125000000000001,0.1212875126674926,0.00017778100789195284,0.7622254303715459,chickpea,0.5693202252930158
0.37142857142857144,0.6111111111111112,0.925,0.19247836841862664,0.046391619370855924,0.9950071602393453,chickpea,0.5207983488090095
0.19285714285714284,0.7888888888888889,0.9750000000000001,0.1773010270175711,0.007750177890429033,0.44421513436469073,chickpea,0.5887719265535651
0.40714285714285714,0.6111111111111112,0.9875,0.17614019324752228,0.03504049437302248,0.5225071828564847,chickpea,0.5200529894978851
0.37142857142857144,0.7,0.9125000000000001,0.10058680092501948,0.03152759045564041,0.6041219492949468,chickpea,0.5724857676486363
0.3071428571428571,0.8222222222222222,0.925,0.190336401130753,0.05508695678273903,0.843926509473113,chickpea,0.5445284935631722
0.3142857142857143,0.7666666666666667,1.0,0.22670243798737344,0.06274987656233705,0.6710760912858278,chickpea,0.534473131361501
0.17142857142857143,0.5555555555555556,0.9125000000000001,0.09208268860846547,0.010452397369496186,0.5389522739134407,chickpea,0.5205133162936311
0.20714285714285713,0.8,0.875,0.1014537584955546,0.014264314386807642,0.8365083833635463,chickpea,0.5063258396566539
0.14285714285714285,0.6111111111111112,0.9125000000000001,0.13267339517532828,0.005165656130540736,0.4624274943634452,chickpea,0.5939181006189191
0.39999999999999997,0.6888888888888889,0.9125000000000001,0.1047611033425555,0.028699437858335175,0.962144001450836,chickpea,0.5322084295300125
0.2642857142857143,0.6777777777777778,1.0,0.26149434673998806,0.054301282191101974,0.48809110906795783,chickpea,0.5334934206827417
0.35,0.7333333333333334,0.8875000000000001,0.2045035125177218,0.03943774007164652,0.5294349792905388,chickpea,0.5702835794462062
0.42142857142857143,0.7111111111111111,0.9375,0.17501736615131214,0.042106252123140536,0.9384080688919634,chickpea,0.4864440061920685
0.14285714285714285,0.8222222222222222,0.9,0.1502984360246712,0.020617218714717278,0.802279832520733,chickpea,0.5244531960806855
0.17142857142857143,0.5666666666666667,1.0,0.13391923650248538,0.03680764090676569,0.5117344661409611,chickpea,0.5464694790480222
0.36428571428571427,0.7444444444444445,0.875,0.16610758492470057,0.008591211880459443,0.6588364352618585,chickpea,0.5438327258204456
0.40714285714285714,0.7555555555555555,1.0,0.14764796771288524,0.005402355406955078,0.7257235259773211,chickpea,0.5990538291843999
0.15714285714285714,0.6555555555555556,0.9625000000000001,0.19417506631844095,0.03399945113515582,0.4928008134377946,chickpea,0.5792403420343302
0.37142857142857144,0.7555555555555555,0.925,0.08997330887354049,0.052393825791011484,0.8527767501082779,chickpea,0.6079288096162532
0.20714285714285713,0.7777777777777778,0.875,0.20045037329612858,0.05199011089053435,0.648446848856445,chickpea,0.583548188904135
0.3142857142857143,0.6,0.9125000000000001,0.24952037617255285,0.065277643629299,0.7892011247560722,chickpea,0.5665395080980686
0.29285714285714287,0.7111111111111111,0.9625000000000001,0.21910785517907916,0.027704135107290057,0.5564441005134586,chickpea,0.4839709894118511
0.37142857142857144,0.5666666666666667,1.0,0.22353958824739883,0.0021492647572391443,0.5831955270376554,chickpea,0.5845581687694692
